id,source_entity_id,target_entity_id,relation_type,weight,confidence,evidence_source,metadata_json,created_at,updated_at
4448,24261,24112,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4449,24342,23918,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4450,24342,23910,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4451,24342,23950,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4452,24342,24029,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4453,24342,24112,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4454,24392,23918,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4455,24392,23910,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4456,24392,23950,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4457,24392,24029,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4458,24392,24112,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4459,24591,23918,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4460,24591,23910,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4461,24591,23950,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4462,24591,24029,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4463,24591,24112,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4464,24702,23918,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4465,24702,23910,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4466,24702,23950,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4467,24702,24029,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4468,24702,24112,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4469,24958,23918,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4470,24958,23910,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4471,24958,23950,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4472,24958,24029,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4473,24958,24112,related_to,1.0,0.65,domain:allgemein,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4474,24149,24032,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4475,24149,24113,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4476,24149,24156,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4477,24149,24226,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4478,24149,24229,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4479,24044,24032,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4480,24044,24113,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4481,24044,24156,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4482,24044,24226,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4483,24044,24229,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4484,24299,24032,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4485,24299,24113,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4486,24299,24156,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4487,24299,24226,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4488,24299,24229,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4489,24331,24032,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4490,24331,24113,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4491,24331,24156,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4492,24331,24226,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4493,24331,24229,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4494,24498,24032,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4495,24498,24113,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4496,24498,24156,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4497,24498,24226,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4498,24498,24229,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4499,24516,24032,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4500,24516,24113,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4501,24516,24156,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4502,24516,24226,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4503,24516,24229,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4504,24989,24032,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4505,24989,24113,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4506,24989,24156,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4507,24989,24226,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4508,24989,24229,related_to,1.0,0.65,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4509,24149,24194,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4510,24149,24257,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4511,24149,24348,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4512,24044,24194,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4513,24044,24257,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4514,24044,24348,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4515,24299,24194,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4516,24299,24257,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4517,24299,24348,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4518,24331,24194,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4519,24331,24257,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4520,24331,24348,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4521,24498,24194,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4522,24498,24257,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4523,24498,24348,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4524,24516,24194,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4525,24516,24257,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4526,24516,24348,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4527,24989,24194,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4528,24989,24257,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4529,24989,24348,has_problem,1.0,0.6,domain:arbeit,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4530,23920,23935,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4531,23920,23944,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4532,23920,23984,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4533,23920,23983,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4534,23920,24087,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4535,23962,23935,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4536,23962,23944,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4537,23962,23984,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4538,23962,23983,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4539,23962,24087,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4540,24009,23935,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4541,24009,23944,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4542,24009,23984,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4543,24009,23983,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4544,24009,24087,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4545,24012,23935,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4546,24012,23944,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4547,24012,23984,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4548,24012,23983,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4549,24012,24087,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4550,23945,23935,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4551,23945,23944,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4552,23945,23984,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4553,23945,23983,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4554,23945,24087,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4555,24072,23935,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4556,24072,23944,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4557,24072,23984,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4558,24072,23983,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4559,24072,24087,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4560,23986,23935,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4561,23986,23944,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4562,23986,23984,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4563,23986,23983,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4564,23986,24087,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4565,24045,23935,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4566,24045,23944,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4567,24045,23984,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4568,24045,23983,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4569,24045,24087,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4570,24046,23935,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4571,24046,23944,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4572,24046,23984,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4573,24046,23983,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4574,24046,24087,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4575,24124,23935,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4576,24124,23944,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4577,24124,23984,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4578,24124,23983,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4579,24124,24087,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4580,24110,23935,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4581,24110,23944,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4582,24110,23984,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
4583,24110,23983,related_to,1.0,0.65,domain:business,,2026-07-16 03:47:50.864957+00:00,2026-07-16 03:47:50.864957+00:00
