id,name,normalized_name,entity_type,language,country,confidence,source_count,metadata_json,created_at,updated_at
23893,Pflegebedürftige,pflegebeduerftige,audience,de,DE,0.6,1,"{'domain': 'pflege', 'priority': 90, 'entity_type_hint': 'audience'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23892,Meisterprüfung,meisterpruefung,exam,de,DE,0.65,2,"{'domain': 'handwerk', 'priority': 90, 'entity_type_hint': 'exam'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23894,Alleinerziehende,alleinerziehende,audience,de,DE,0.6,1,"{'domain': 'familie', 'priority': 90, 'entity_type_hint': 'audience'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23895,Stress,stress,problem,de,DE,0.6,1,"{'domain': 'organisation', 'priority': 90, 'entity_type_hint': 'problem'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23896,blutdrucktagebuch für senioren,blutdrucktagebuch fuer senioren,topic,de,DE,0.6,1,"{'domain': 'gesundheit', 'source': 'micro_domain_catalog_2k_de_v2', 'priority': 90, 'subdomain': 'gesundheit_sub_1', 'risk_level': 'medium', 'format_hint': 'tagebuch', 'macro_domain': 'gesundheit', 'micro_domain': 'blutdrucktagebuch für senioren', 'problem_hint': 'blutdruckwerte dokumentieren', 'audience_hint': 'senioren', 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23897,ADHS,adhs,problem,de,DE,0.6,1,"{'domain': 'lernen', 'priority': 90, 'entity_type_hint': 'problem'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23890,Abitur,abitur,exam,de,DE,0.65,2,"{'domain': 'schule', 'priority': 90, 'entity_type_hint': 'exam'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23891,Softwareentwickler,softwareentwickler,profession,de,DE,0.65,2,"{'domain': 'it', 'priority': 90, 'entity_type_hint': 'profession'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23898,md begutachtung vorbereitung für angehörige,md begutachtung vorbereitung fuer angehoerige,topic,de,DE,0.6,1,"{'domain': 'pflege', 'source': 'micro_domain_catalog_2k_de_v2', 'priority': 90, 'subdomain': 'pflege_sub_2', 'risk_level': 'high', 'format_hint': 'checkliste', 'macro_domain': 'pflege', 'micro_domain': 'md begutachtung vorbereitung für angehörige', 'problem_hint': 'begutachtung vorbereiten', 'audience_hint': 'pflegende_angehoerige', 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23899,Künstliche Intelligenz,kuenstliche intelligenz,skill,de,DE,0.6,1,"{'priority': 90, 'entity_type_hint': 'skill'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23900,Umzug,umzug,life_event,de,DE,0.6,1,"{'priority': 90, 'entity_type_hint': 'life_event'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23901,Überforderung,ueberforderung,problem,de,DE,0.6,1,"{'domain': 'organisation', 'priority': 89, 'entity_type_hint': 'problem'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23902,Eltern von Kleinkindern,eltern von kleinkindern,audience,de,DE,0.6,1,"{'null': ""['elternschaft', 'de', 'DE', '']"", 'domain': 'familie', 'priority': 88, 'entity_type_hint': 'audience'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23904,Welpen,welpen,object,de,DE,0.6,1,"{'priority': 88, 'entity_type_hint': 'object'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23905,Blutzuckertagebuch,blutzuckertagebuch,topic,de,DE,0.6,1,"{'domain': 'gesundheit', 'priority': 88, 'risk_level': 'high', 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23908,Familien,familien,audience,de,DE,0.6,1,"{'domain': 'familie', 'priority': 88, 'entity_type_hint': 'audience'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23909,Hundeerziehung,hundeerziehung,topic,de,DE,0.6,1,"{'domain': 'haustiere', 'priority': 88, 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23911,Mütter,muetter,audience,de,DE,0.6,1,"{'domain': 'familie', 'priority': 88, 'entity_type_hint': 'audience'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23912,KI für Handwerker,ki fuer handwerker,topic,de,DE,0.6,1,"{'domain': 'ki', 'priority': 88, 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23914,Zeitmangel,zeitmangel,problem,de,DE,0.6,1,"{'domain': 'organisation', 'priority': 88, 'entity_type_hint': 'problem'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23915,Demenz,demenz,topic,de,DE,0.65,2,"{'domain': 'senioren', 'priority': 88, 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23916,Alleinerziehende,alleinerziehende,topic,de,DE,0.6,1,"{'priority': 88, 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23907,Deutsch B1,deutsch b1,exam,de,DE,0.65,2,"{'domain': 'sprache', 'priority': 88, 'entity_type_hint': 'exam'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23917,Hund zieht an der Leine,hund zieht an der leine,problem,de,DE,0.6,1,"{'domain': 'haustiere', 'priority': 88, 'entity_type_hint': 'problem'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23919,Auszug bei den Eltern,auszug bei den eltern,life_event,de,DE,0.6,1,"{'priority': 88, 'entity_type_hint': 'life_event'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23920,Nebengewerbe starten,nebengewerbe starten,topic,de,DE,0.6,1,"{'domain': 'business', 'priority': 88, 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23921,Blutdruck,blutdruck,problem,de,DE,0.6,1,"{'domain': 'gesundheit', 'priority': 88, 'entity_type_hint': 'problem'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23913,Ruheständler,ruhestaendler,audience,de,DE,0.65,2,"{'domain': 'senioren', 'priority': 88, 'entity_type_hint': 'audience'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23922,Hochzeit,hochzeit,life_event,de,DE,0.6,1,"{'priority': 88, 'entity_type_hint': 'life_event'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23882,Pflegegrad,pflegegrad,topic,de,DE,0.65,2,"{'domain': 'senioren', 'priority': 88, 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23923,Heiraten,heiraten,life_event,de,DE,0.6,1,"{'priority': 88, 'entity_type_hint': 'life_event'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23918,Anfänger,anfaenger,audience,de,DE,0.65,2,"{'domain': 'allgemein', 'priority': 86, 'entity_type_hint': 'context'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23906,Hebamme,hebamme,profession,de,DE,0.65,2,"{'domain': 'medizin', 'priority': 88, 'entity_type_hint': 'profession'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23924,pflegeordner für angehörige,pflegeordner fuer angehoerige,topic,de,DE,0.6,1,"{'domain': 'pflege', 'source': 'micro_domain_catalog_2k_de_v2', 'priority': 88, 'subdomain': 'pflege_sub_3', 'risk_level': 'medium', 'format_hint': 'planer', 'macro_domain': 'pflege', 'micro_domain': 'pflegeordner für angehörige', 'problem_hint': 'unterlagen organisieren', 'audience_hint': 'pflegende_angehoerige', 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23925,Welpentraining,welpentraining,topic,de,DE,0.6,1,"{'domain': 'haustiere', 'priority': 88, 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23926,Todesfall,todesfall,life_event,de,DE,0.6,1,"{'priority': 88, 'entity_type_hint': 'life_event'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23927,Trauerfall,trauerfall,life_event,de,DE,0.6,1,"{'priority': 88, 'entity_type_hint': 'life_event'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23929,ADHS Tagesplaner,adhs tagesplaner,topic,de,DE,0.6,1,"{'domain': 'gesundheit', 'priority': 88, 'risk_level': 'high', 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23930,Handwerker,handwerker,profession,de,DE,0.6,1,"{'domain': 'handwerk', 'priority': 88, 'entity_type_hint': 'profession'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23931,Handwerker,handwerker,audience,de,DE,0.6,1,"{'domain': 'handwerk', 'priority': 88, 'entity_type_hint': 'audience'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23932,Fachinformatiker Prüfung,fachinformatiker pruefung,exam,de,DE,0.6,1,"{'domain': 'it', 'priority': 88, 'entity_type_hint': 'exam'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23933,excel arbeitsbuch für anfänger,excel arbeitsbuch fuer anfaenger,topic,de,DE,0.6,1,"{'domain': 'software', 'source': 'micro_domain_catalog_2k_de_v2', 'priority': 88, 'subdomain': 'software_sub_1', 'risk_level': 'low', 'format_hint': 'arbeitsbuch', 'macro_domain': 'software', 'micro_domain': 'excel arbeitsbuch für anfänger', 'problem_hint': 'grundfunktionen sicher beherrschen', 'audience_hint': 'anfaenger', 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23934,blutzuckertagebuch für diabetiker,blutzuckertagebuch fuer diabetiker,topic,de,DE,0.6,1,"{'domain': 'gesundheit', 'source': 'micro_domain_catalog_2k_de_v2', 'priority': 88, 'subdomain': 'gesundheit_sub_2', 'risk_level': 'medium', 'format_hint': 'tagebuch', 'macro_domain': 'gesundheit', 'micro_domain': 'blutzuckertagebuch für diabetiker', 'problem_hint': 'werte regelmäßig dokumentieren', 'audience_hint': 'diabetiker', 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23935,Freelancer,freelancer,audience,de,DE,0.65,2,"{'domain': 'business', 'priority': 88, 'entity_type_hint': 'audience'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23936,KI im Handwerk,ki im handwerk,topic,de,DE,0.6,1,"{'priority': 88, 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23937,Nachwuchs,nachwuchs,life_event,de,DE,0.6,1,"{'priority': 88, 'entity_type_hint': 'life_event'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23910,Menschen mit ADHS,menschen mit adhs,audience,de,DE,0.65,2,"{'null': ""['gesundheit', 'de', 'DE', '']"", 'domain': 'allgemein', 'priority': 88, 'entity_type_hint': 'audience'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23938,Alleinerziehende Mütter,alleinerziehende muetter,audience,de,DE,0.6,1,"{'null': ""['elternschaft', 'de', 'DE', '']"", 'domain': 'familie', 'priority': 88, 'entity_type_hint': 'audience'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23903,IHK Zwischenprüfung,ihk zwischenpruefung,exam,de,DE,0.65,2,"{'domain': 'beruf', 'priority': 88, 'entity_type_hint': 'exam'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23939,Fachinformatiker Abschlussprüfung,fachinformatiker abschlusspruefung,exam,de,DE,0.6,1,"{'null': ""['fachinformatik', 'de', 'DE', '']"", 'domain': 'it', 'priority': 88, 'entity_type_hint': 'exam'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23940,Handwerksmeister,handwerksmeister,exam,de,DE,0.6,1,"{'priority': 86, 'entity_type_hint': 'exam'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23942,Alleinerziehend Alltag,alleinerziehend alltag,topic,de,DE,0.6,1,"{'priority': 86, 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23928,Pflegeantrag,pflegeantrag,topic,de,DE,0.65,2,"{'domain': 'senioren', 'priority': 86, 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23944,Kleinunternehmer,kleinunternehmer,audience,de,DE,0.65,2,"{'domain': 'business', 'priority': 86, 'entity_type_hint': 'audience'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23947,Alleinerziehende Väter,alleinerziehende vaeter,audience,de,DE,0.6,1,"{'null': ""['elternschaft', 'de', 'DE', '']"", 'domain': 'familie', 'priority': 86, 'entity_type_hint': 'audience'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23948,Eltern von Schulkindern,eltern von schulkindern,audience,de,DE,0.6,1,"{'null': ""['elternschaft', 'de', 'DE', '']"", 'domain': 'familie', 'priority': 86, 'entity_type_hint': 'audience'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23952,smartphone ratgeber für senioren,smartphone ratgeber fuer senioren,topic,de,DE,0.6,1,"{'domain': 'senioren', 'source': 'micro_domain_catalog_2k_de_v2', 'priority': 86, 'subdomain': 'senioren_sub_1', 'risk_level': 'low', 'format_hint': 'ratgeber', 'macro_domain': 'senioren', 'micro_domain': 'smartphone ratgeber für senioren', 'problem_hint': 'grundfunktionen sicher verstehen', 'audience_hint': 'senioren', 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23953,Medikamentenplan,medikamentenplan,topic,de,DE,0.6,1,"{'domain': 'gesundheit', 'priority': 86, 'risk_level': 'high', 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23954,Berufseinstieg,berufseinstieg,life_event,de,DE,0.6,1,"{'priority': 86, 'entity_type_hint': 'life_event'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23956,Rente,rente,life_event,de,DE,0.6,1,"{'priority': 86, 'entity_type_hint': 'life_event'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23957,Hund bleibt nicht alleine,hund bleibt nicht alleine,problem,de,DE,0.6,1,"{'domain': 'haustiere', 'priority': 86, 'entity_type_hint': 'problem'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23950,Einsteiger,einsteiger,audience,de,DE,0.65,2,"{'domain': 'allgemein', 'priority': 86, 'entity_type_hint': 'context'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23958,Leinenführigkeit,leinenfuehrigkeit,topic,de,DE,0.6,1,"{'domain': 'haustiere', 'priority': 86, 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23959,Schlafprobleme,schlafprobleme,problem,de,DE,0.6,1,"{'domain': 'gesundheit', 'priority': 86, 'entity_type_hint': 'problem'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23960,Prüfungsangst,pruefungsangst,problem,de,DE,0.6,1,"{'domain': 'lernen', 'priority': 86, 'entity_type_hint': 'problem'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23949,Deutsch B2,deutsch b2,exam,de,DE,0.65,2,"{'domain': 'sprache', 'priority': 86, 'entity_type_hint': 'exam'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23961,Pflegeexamen,pflegeexamen,exam,de,DE,0.6,1,"{'domain': 'pflege', 'priority': 86, 'entity_type_hint': 'exam'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23941,Notfallsanitäter,notfallsanitaeter,profession,de,DE,0.65,2,"{'domain': 'medizin', 'priority': 86, 'entity_type_hint': 'profession'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23962,buchhaltung arbeitsbuch für kleinunternehmer,buchhaltung arbeitsbuch fuer kleinunternehmer,topic,de,DE,0.6,1,"{'domain': 'business', 'source': 'micro_domain_catalog_2k_de_v2', 'priority': 86, 'subdomain': 'business_sub_1', 'risk_level': 'medium', 'format_hint': 'arbeitsbuch', 'macro_domain': 'business', 'micro_domain': 'buchhaltung arbeitsbuch für kleinunternehmer', 'problem_hint': 'belege und rechnungen organisieren', 'audience_hint': 'kleinunternehmer', 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23963,Prüfungsvorbereitung,pruefungsvorbereitung,topic,de,DE,0.6,1,"{'domain': 'lernen', 'priority': 86, 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23964,Fachabitur,fachabitur,exam,de,DE,0.65,2,"{'domain': 'schule', 'priority': 85, 'entity_type_hint': 'exam'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23965,Alzheimer,alzheimer,topic,de,DE,0.6,1,"{'priority': 85, 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23968,Katzen,katzen,object,de,DE,0.6,1,"{'priority': 85, 'entity_type_hint': 'object'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23969,AEVO Prüfung,aevo pruefung,exam,de,DE,0.6,1,"{'null': ""['ausbildung', 'de', 'DE', '']"", 'domain': 'beruf', 'priority': 85, 'entity_type_hint': 'exam'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23955,Kochen,kochen,hobby,de,DE,0.65,2,"{'domain': 'essen', 'priority': 85, 'entity_type_hint': 'hobby'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23966,Zahnarzt,zahnarzt,profession,de,DE,0.65,2,"{'domain': 'medizin', 'priority': 85, 'entity_type_hint': 'profession'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23967,IT-Administrator,itadministrator,profession,de,DE,0.65,2,"{'domain': 'it', 'priority': 85, 'entity_type_hint': 'profession'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23970,Zusammenziehen,zusammenziehen,life_event,de,DE,0.6,1,"{'priority': 85, 'entity_type_hint': 'life_event'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
23971,medikamentenplan für senioren,medikamentenplan fuer senioren,topic,de,DE,0.6,1,"{'domain': 'gesundheit', 'source': 'micro_domain_catalog_2k_de_v2', 'priority': 85, 'subdomain': 'gesundheit_sub_3', 'risk_level': 'medium', 'format_hint': 'planer', 'macro_domain': 'gesundheit', 'micro_domain': 'medikamentenplan für senioren', 'problem_hint': 'medikamente richtig einnehmen', 'audience_hint': 'senioren', 'entity_type_hint': 'topic'}",2026-07-16 03:47:19.134671+00:00,2026-07-16 03:47:19.134671+00:00
